NOMBRE RA
FB_RA1: Álgebra
FB_RA5: Ciencias
A. Habilidades Investigativas y para la Investigación
AR_1 - RA1
AR_3 - RA6
E. Compromieso Social desde el  Sentido Ético y Ciudadano
L. Salud y Bienestar
AR_2 - RA4
FG_RA4: Autorregulación del Aprendizaje
FG_RA7: Liderazgo y Trabajo Colaborativo
D. Habilidades en Tecnologías Digitales e Información
M. Responsabilidad Social
FG_RA3: Comunicación en Lengua Extranjera
FG_RA2: Comunicación
FG_RA5: Compromiso Ético
FG_RA1: Resolución de problemas
C. Empleabilidad
FB_RA2: Cálculo
F. Internacionalización del Currículum
J. Interculturalidad
K. Biodiversidad y Acción Climática
AR_4 - RA9
FG_RA6: Responsabilidad Social
FB_RA3: Estadística
G. Educación en Derechos Humanos
H. Igualdad y Equidad de Género
I. Educación Inclusiva Integral
FB_RA4: Física
B. Innovación y Emprendimiento
FB_RA6:Ciencias
FB_RA3:Estadística
FB_RA1:
FG_RA2
FG_RA7
FG_RA4
FB_RA3
FG_RA3
FG_RA5
FB_RA4
FG_RA6
FG_RA1
Salud y Bienestar (L)
Interculturalidad (J)
AR_5-R.A.13
AR_5 – R.A.14
AR_5 R.A. 15
AR_6 – R.A.16
AR_6 – R.A. 17
AR_6 - R.A.18
AR_4 - R.A.10
AR_4 – R.A.11
AR_4 –R.A.12
FB_RA4: INVESTIGACIÓN
AR_2 - RA5
AR_1 - RA3
AR_4 - RA11
AR_3 - RA7
AR_3 - RA8
AR_2 - RA6
AR_4 - RA10
AR_4 - RA12
AR_1 - RA2
AR_3 - RA9
AR_3 - RA11
AR_4 - RA13
AR_4 - RA15
AR_3 - RA10
AR_1 - RA4
AR_3 - RA12
AR_2 - RA7
AR_2 - RA8
AR_4 - RA14
AR_4 - RA16
AR_5 - RA13
AR_5 - RA14
AR_5 - RA15
AR_2 - RA3
AR_3 - RA4
AR_3 - RA5
AR_4 - RA7
AR_4 - RA8
