Facultad,nombre_carrera,Malla,cod_ramo,Asignatura,año,semestre,horas_duracion,SCT,SOLOPROCESOS
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,EPS02303,ELABORACIÓN DE PROYECTOS SOCIALES,2,3,36,4,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PSD02303,PSICOLOGÍA DEL DESARROLLO I,2,3,72,7,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,DMC02303,DINÁMICAS DE MULTICULTURALIDAD,2,3,54,4,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,FED02303,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,EFG02303,ELECTIVO DE FORMACIÓN GENERAL I,2,3,36,2,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,LEN02303,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,IMI02304,INTRODUCCIÓN A LA METODOLOGÍA DE LA INVESTIGACIÓN,2,4,54,6,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PPE02304,PSICOLOGÍA DE LA PERSONALIDAD,2,4,72,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PDE02304,PSICOLOGÍA DEL DESARROLLO II,2,4,72,7,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,RSU02304,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,LEN02304,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,POB02304,PRÁCTICA OBSERVACIONAL II,2,4,72,7,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,MIC02305,METODOLOGÍA DE LA INVESTIGACIÓN CUANTITATIVA,3,5,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PSP02305,PSICOPATOLOGÍA,3,5,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,TCA02305,TEORÍA CLÍNICA PSICOANALÍTICA I,3,5,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,TCS02305,TEORÍA Y CLÍNICA SISTÉMICA I,3,5,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,TCC02305,TEORÍA Y CLÍNICA COGNITIVA Y CONDUCTUAL I,3,5,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,TCH02305,TEORÍA Y CLÍNICA HUMANISTA EXISTENCIAL I,3,5,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,MIC02306,METODOLOGÍA DE LA INVESTIGACIÓN CUALITATIVA,3,6,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PSG02306,PSIQUIATRÍA,3,6,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,TCP02306,TEORÍA Y CLÍNICA PSICOANALÍTICA II,3,6,72,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,TCS02306,TEORÍA Y CLÍNICA SISTÉMICA II,3,6,72,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,TCC02306,TEORÍA Y CLÍNICA COGNITIVA Y CONDUCTUAL II,3,6,72,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,TCH02306,TEORÍA Y CLÍNICA HUMANISTA EXISTENCIAL II,3,6,72,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PPS02307,PRUEBAS PSICODIAGNÓSTICAS I,4,7,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,TPG02307,TALLER PROYECTO DE GRADO,4,7,36,4,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PSJ02307,PSICOLOGÍA JURÍDICA,4,7,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PSE02307,PSICOLOGÍA EDUCACIONAL I,4,7,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PLO02307,PSICOLOGÍA LABORAL Y ORGANIZACIONAL I,4,7,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PSC02307,PSICOLOGÍA SOCIAL CRÍTICA,4,7,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,EFG02307,ELECTIVO DE FORMACIÓN GENERAL II,4,7,36,2,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PPS02308,PRUEBAS PSICODIAGNÓSTICAS II,4,8,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,SMG02308,SEMINARIO DE GRADO,4,8,36,4,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,CIJ02308,CLÍNICA INFANTO JUVENIL,4,8,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PSE02308,PSICOLOGÍA EDUCACIONAL II,4,8,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PLO02308,PSICOLOGÍA LABORAL Y ORGANIZACIONAL II,4,8,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PCO02308,PSICOLOGÍA COMUNITARIA,4,8,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,O1P02309,OPTATIVO DE CERTIFICACIÓN I,5,9,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,O2P02309,OPTATIVO DE CERTIFICACIÓN II,5,9,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PSD02309,PSICOLOGÍA DEL DEPORTE,5,9,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PPA02309,PRÁCTICA Y PROYECTO DE ACCIÓN PROFESIONAL I,5,9,108,16,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,O3P02310,OPTATIVO DE CERTIFICACIÓN III,5,10,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,O4P02310,OPTATIVO DE CERTIFICACIÓN IV,5,10,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PPA02310,PRÁCTICA Y PROYECTO DE ACCIÓN PROFESIONAL II,5,10,108,19,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,40,,1
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,20,,1
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,TIP0001,NIV0. TALLER INTRODUCCIÓN A LA PROFESIÓN,1,1,20,,1
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,FED24603,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBBLE,2,3,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,LEN24603,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,FBG24601,FUNDAMENTOS DE BIOLOGÍA Y GENÉTICA HUMANA,1,1,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,BQB24601,BASES QUÍMICAS Y BIOQUÍMICAS DE LA VIDA,1,1,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,SPF24601,SOCIEDAD Y PROFESIÓN,1,1,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,MAB24601,MATEMÁTICA BÁSICA,1,1,72,9,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,IDU24601,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,LEN24601,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,MAI24602,MICROBIOLOGÍA Y AGENTES INFECCIOSOS,1,2,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,MMM24602,MORFOLOGÍA MICRO Y MACROSCÓPICA,1,2,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,BPA24602,BIOÉTICA Y PSICOLOGÍA APLICADA  A LA  ANTENCION EN SALUD,1,2,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,ESP24602,EPIDEMIOLOGÍA Y SALUD PÚBLICA,1,2,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,MAM24602,MATEMÁTICA PARA LAS MENCIONES,1,2,72,7,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,IDU24602,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,LEN24602,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,FFS24603,FISIOLOGÍA Y FISIOPATOLOGÍA DE SISTEMAS I,2,3,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,QOS24603,QUÍMICA ORGÁNICA PARA LA SALUD,2,3,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,ANO24603,ANATOMÍA OFTALMOLÓGICA,2,3,36,7,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,FIB24603,FÍSICA BÁSICA,2,3,72,5,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,FED24603,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,LEN24603,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,FFS24604,FISIOLOGÍA Y FISIOPATOLOGÍA DE SISTEMAS II,2,4,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,FCF24604,FARMACOLOGÍA CLÍNICA FUNDAMENTAL,2,4,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,FOF24604,FÍSICA PARA OFTALMOLOGÍA,2,4,36,5,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,RSU24604,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,EFG24604,ELECTIVO DE FORMACIÓN GENERAL I,2,4,36,2,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,LEN24604,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,PIO24604,PRÁCTICA INTEGRADA EN TMO I,2,4,90,7,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,BOF24605,BIOSEGURIDAD OFTALMOLÓGICA,3,5,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,MSU24605,MORFOFISIOPATOLOGÍA DEL SISTEMA VISUAL I,3,5,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,FIO24605,FÍSICA ÓPTICA,3,5,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,EST24605,ESTRABISMO,3,5,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,INM24605,INFORMÁTICA MÉDICA,3,5,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,EFG24605,ELECTIVO DE FORMACIÓN GENERAL II,3,5,36,2,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,PIO24605,PRÁCTICA INTEGRADA EN TMO II,3,5,144,7,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,FOF24606,FARMACOLOGÍA OFTALMOLÓGICA,3,6,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,MES24606,MÉTODOS DE EXPLORACIÓN DEL SISTEMA VISUAL,3,6,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,MSU24606,MORFOFISIOPATOLOGÍA DEL SISTEMA VISUAL II,3,6,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,TEC24606,TÉCNICAS DE ESTUDIO DEL CAMPO VISUAL,3,6,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,TOP24606,TÉCNICAS DE ORTÓPTICA Y PLEÓPTICA,3,6,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,PIO24606,PRÁCTICA INTEGRADA EN TMO III,3,6,144,8,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,EFS24607,EXÁMENES FUNCIONALES DEL SISTEMA VISUAL I,4,7,72,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,BVS24607,BAJA VISIÓN,4,7,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,NOF24607,NEUROOFTALMOLOGÍA,4,7,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,OPC24607,OPTOMETRÍA CLÍNICA I,4,7,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,PGO24607,PROYECTO DE GRADO I TMO,4,7,36,5,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,PIO24607,PRÁCTICA INTEGRADA EN TMO IV,4,7,171,10,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,EFS24608,EXÁMENES FUNCIONALES DEL SISTEMA VISUAL II,4,8,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,CRF24608,CIRUGÍA REFRACTIVA,4,8,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,TRV24608,TERAPIA VISUAL,4,8,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,OPC24608,OPTOMETRÍA CLÍNICA II,4,8,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,PGO24608,PROYECTO DE GRADO II TMO,4,8,36,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,PIO24608,PRÁCTICA INTEGRADA EN TMO V,4,8,171,10,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,ICO24609,INTEGRADO CLÍNICO I TMO,5,9,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,GAC24609,"GESTIÓN, ACREDITACIÓN Y CONTROL DE CALIDAD EN SALUD",5,9,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,PPO24609,PRÁCTICA PROFESIONAL I TMO,5,9,300,20,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,ICO24610,INTEGRADO CLÍNICO II TMO,5,10,72,10,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-OF,PPO24610,PRÁCTICA PROFESIONAL II TMO,5,10,300,20,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,FBG24601,FUNDAMENTOS DE BIOLOGÍA Y GENÉTICA HUMANA,1,1,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,BQB24601,BASES QUÍMICAS Y BIOQUÍMICAS DE LA VIDA,1,1,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,SPF24601,SOCIEDAD Y PROFESIÓN,1,1,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,MAB24601,MATEMÁTICA BÁSICA,1,1,72,9,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,IDU24601,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,LEN24601,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,MAI24602,MICROBIOLOGÍA Y AGENTES INFECCIOSOS,1,2,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,MMM24602,MORFOLOGÍA MICRO Y MACROSCÓPICA,1,2,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,BPA24602,BIOÉTICA Y PSICOLOGÍA APLICADA A LA ATENCIÓN EN SALUD,1,2,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,ESP24602,EPIDEMIOLOGÍA Y SALUD PÚBLICA,1,2,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,MAM24602,MATEMÁTICA PARA LAS MENCIONES,1,2,72,7,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,IDU24602,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,LEN24602,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,FFS24603,FISIOLOGÍA Y FISIOPATOLOGÍA DE SISTEMAS I,2,3,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,QOB24603,QUÍMICA ORGÁNICA PARA EL BIOANÁLISIS,2,3,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,BYM24603,BIOSEGURIDAD Y TOMA DE MUESTRAS,2,3,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,FBA24603,FÍSICA PARA BIOANÁLISIS,2,3,72,5,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,ICA24603,INMUNOLOGÍA CLÍNICA Y APLICADA,2,3,36,5,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,FED24603,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,LEN24603,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,FFS24604,FISIOLOGÍA Y FISIOPATOLOGÍA DE SISTEMAS II,2,4,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,FCF24604,FARMACOLOGÍA CLÍNICA FUNDAMENTAL,2,4,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,BQA24604,BIOQUÍMICA ANALÍTICA,2,4,72,7,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,RSU24604,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,EFG24604,ELECTIVO DE FORMACIÓN GENERAL I,2,4,36,2,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,LEN24604,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,PIB24604,PRÁCTICA INTEGRADA EN TMB I,2,4,72,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,BQC24605,BIOQUÍMICA CLÍNICA I,3,5,108,9,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,MBC24605,MICROBIOLOGÍA CLÍNICA I,3,5,162,10,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,PSC24605,PARASITOLOGÍA CLÍNICA I ,3,5,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,BIO24605,BIOESTADÍSTICA,3,5,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,EFG24605,ELECTIVO DE FORMACIÓN GENERAL II,3,5,36,2,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,PIB24605,PRÁCTICA INTEGRADA EN TMB II,3,5,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,BQC24606,BIOQUÍMICA CLÍNICA II,3,6,108,8,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,MBC24606,MICROBIOLOGÍA CLÍNICA II,3,6,162,10,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,PSC24606,PARASITOLOGÍA CLÍNICA II,3,6,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,ACL24606,ASEGURAMIENTO DE LA CALIDAD EN EL LABORATORIO,3,6,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,PIB24606,PRÁCTICA INTEGRADA EN TMB III,3,6,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,BIM24607,BIOLOGÍA MOLECULAR,4,7,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,HEM24607,HEMATOLOGÍA I,4,7,108,10,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,INH24607,INMUNOHEMATOLOGÍA,4,7,126,9,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,PGB24607,PROYECTO DE GRADO EN TMB I,4,7,36,5,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,PIB24607,PRÁCTICA INTEGRADA EN TMB IV,4,7,45,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,TMA24608,TÉCNICAS MOLECULARES APLICADAS AL DIAGNÓSTICO,4,8,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,HEM24608,HEMATOLOGÍA II,4,8,108,8,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,MTF24608,MEDICINA TRANSFUSIONAL,4,8,108,9,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,PGB24608,PROYECTO DE GRADO EN TMB II,4,8,36,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,PIB24608,PRÁCTICA INTEGRADA EN TMB V,4,8,45,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,ICB24609,INTEGRADO CLÍNICO I TMB,5,9,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,GAC24609,"GESTIÓN, ACREDITACIÓN Y CONTROL DE CALIDAD EN SALUD",5,9,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,PPB24609,PRÁCTICA PROFESIONAL EN TMB I,5,9,300,20,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,ICB24610,INTEGRADO CLÍNICO EN TMB II,5,10,72,10,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-BIO,PPB246610,PRÁCTICA PROFESIONAL EN TMB II,5,10,300,20,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,BQB24601,BASES QUÍMICAS Y BIOQUÍMICAS DE LA VIDA,1,1,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,SPF24601,SOCIEDAD Y PROFESIÓN,1,1,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,MAI24602,MICROBIOLOGÍA Y AGENTES INFECCIOSOS,1,2,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,MMM24602,MORFOLOGÍA MICRO Y MACROSCÓPICA,1,2,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,ESP24602,EPIDEMIOLOGÍA Y SALUD PÚBLICA,1,2,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,IDU24602,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,LEN24602,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,QOS24603,QUÍMICA ORGÁNICA PARA LA SALUD,2,3,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,ANI24603,ANATOMÍA PARA IMAGENOLOGÍA,2,3,36,7,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,FFS24604,FISIOLOGÍA Y FISIOPATOLOGÍA DE SISTEMAS II,2,4,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,FCF24604,FARMACOLOGÍA CLÍNICA FUNDAMENTAL,2,4,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,FIM24604,FÍSICA PARA IMAGENOLOGÍA I,2,4,36,5,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,EFG24604,ELECTIVO DE FORMACIÓN GENERAL I,2,4,36,2,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,RSU24604,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,LEN24604,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,PII24604,PRÁCTICA INTEGRADA EN TMI I,2,4,108,7,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,FIM24605,FÍSICA PARA IMAGENOLOGÍA II,3,5,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,API24605,ANATOMÍA PATÓLOGICA IMAGENOLÓGICA I,3,5,72,7,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,PRD24605,PROTECCIÓN RADIOLÓGICA Y DOSIMETRÍA,3,5,36,4,0
